Description of Methods,Sheet,Category,Keyword/Phrase,Usage Context,Component,Explanation and Sources,Username,Strong Bias,Contextual Bias,Technical Terms,Edit Types,Total Edits,Sample Comments,Bias Ratio,Technical Ratio,Ratio Definitions,Unnamed: 10,Unnamed: 11,Policy Recommendation,Rationale,Technical Challenge,Implementation Ideas,Est. Expected Impact,Est. Timeline,Metric,Value,Registration Date,Total Edit Count,User Groups,Recent Topics,Registration Year,Registration Month,Factor,Anti-Israel/Pro Palestine Bias,Anti-American Bias,High Bias Users (27 total identified) to https://en.wikipedia.org/wiki/South_Africa%27s_genocide_case_against_Israel:,timestamp,username,comment,content_length,strong_bias,contextual_bias,technical_terms,total_bias,edit_type,explicit_bias_flag,Factor demonstrating conservative approach/ undercounts of bias,Description of why approach is conservative in bias-detection,Bias Type Identified in Wikipedia Exposed by Analysis,Definition
,4.Enhanced_Analysis,,,,,,Corriebertus,0.0,0.0,0.0,"{'content': 2, 'citation': 1}",3.0,"clarity | /* Other */ chronology | /* Public opinion */ cited article makes clear, the poll is not about all sorts of Americans but about inhabitants of the U.S.A.",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,CoryGlee,0.0,0.0,0.0,{'content': 1},1.0,/* In support */ Title translated + In lang,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,DanielMichaelPerry,0.0,0.0,0.0,{'maintenance': 1},1.0,/* South African position */ typo,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,DaringDonna,0.0,0.0,1.0,{'citation': 1},1.0,added source,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,DatGuy,0.0,0.0,0.0,{'content': 1},1.0,"rm slovenia, the article refers to separate advisory proceedings by the UNGA",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,David A,0.0,0.0,0.0,"{'unknown': 4, 'content': 2}",2.0,/* Individuals and other groups */ | Please try to stop making sloppy edits that others have to clean up for you.,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,DecafPotato,0.0,0.0,0.0,{'content': 3},3.0,"rewrite lead paragraph to echo title change | /* In support */ no need for a separate section on one paragraph about Belgium specifically | /* Initial ruling on plausibility */ it is January, not October",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,DividedFrame,0.0,0.0,0.0,{'maintenance': 1},1.0,/* Ruling on provisional measures */ Formatting,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Docentation,2.0,0.0,0.0,{'content': 3},3.0,See my comment at [[Talk:South Africa v. Israel (Genocide Convention)#Lede|§ Lede]]. | /* Background */ see my comment at [[Talk:South Africa v. Israel (Genocide Convention)#Human animals|Talk:South Africa v. Israel (Genocide Convention) § Human animals]] | /* See also */ Added [[Nicaragua v. Germany]] to see also section.,0.6666666666666666,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Doctorkaufman,0.0,0.0,0.0,{'content': 2},2.0,"/* Movements, parties, and unions */ remove white space | /* Movements, parties, and unions */",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Donkey Hot-day,0.0,0.0,7.0,"{'citation': 4, 'content': 3}",7.0,"per [[WP:OR]], several countries' stances there are not supported by citations whether in the article body or otherwise | /* Other international responses */ added a major country sourced to notable outlets | removed redundant content and trimmed wording, updated with statements from Belgium",0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Drsmoo,0.0,2.0,6.0,"{'content': 11, 'citation': 6}",17.0,"Removing duplicated reference | /* Initial ruling on plausibility */Moving Orde Kittrie ref to other ref section | Clean up section, add additional sources, add that standard for playability is low both in and off itself and relative to a merit decision",0.1176470588235294,0.3529411764705883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Durranistan,0.0,0.0,0.0,"{'content': 10, 'unknown': 1}",10.0,"Mexico joins case against Israel | /* In support */""Egypt says it will formally join the lawsuit filed by South Africa against Israel at the International Court of Justice"" | /* In support */",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Dylanvt,0.0,0.0,0.0,{'content': 1},1.0,/* Initial ruling on plausibility */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Dynamo128,0.0,0.0,1.0,"{'content': 1, 'citation': 1}",2.0,/* Israeli government position */ | Ok so the way this source was presented was a bit mendacious... basically all these things I'm removing are the personal opinion of the Hareetz writer and are not explained or substantiated in any way within the actual article. Instead the article talks about the incendiary comments aspect which was not talked about here.,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Ekpyros,2.0,0.0,1.0,"{'content': 1, 'citation': 1}",2.0,"/* Background */ fixed selective quotation of Bartov which included his belief that Israeli statements ""taken together... could easily be construed as indicating a genocidal intent""—while somehow managing to completely omit his conclusion: Israel had not in fact actually committed genocide. Given the topic, surely the latter is more, not less, worthy of inclusion? This utterly fails WP:NPOV and is well beneath the minimum standards of our encyclopedia. | /* Analysis */ Added statements by David Scheffer, the first US Ambassador for War Crimes, per cited RS.",1.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,ElLuzDelSur,0.0,0.0,1.0,{'content': 6},6.0,"Trimming, this is really excessive | So let's be frank, this will help it be more neutral, aand lead should be a summary of body | This is what the court really said",0.0,0.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Eladkarmel,0.0,1.0,0.0,{'content': 1},1.0,"The whole article is biased. See for example the paragraph ""Other international responses"". For more details, see the talk page",1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Endwise,0.0,0.0,0.0,{'content': 7},7.0,"/* Initial ruling on plausibility */ What? No, the ICJ has jurisdiction, not South Africa | /* In support */ Readers should be expected to know what countries are, so I agree they needn't be linked. But I do think that the organisations should be linked though, particularly given they are not explained in the prose. | /* Ruling on provisional measures */ Copy edit",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Est. 2021,0.0,0.0,0.0,"{'maintenance': 1, 'unknown': 1}",1.0,"[[WP:AWB/T|Typo fixing]], [[WP:AWB/T|typo(s) fixed]]: Convention → convention (3)",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,EthanRossie2000,1.0,0.0,0.0,{'content': 1},1.0,Free Palestine. Israel is the enemy. They're committing genocide.,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,EuKoketsolion,0.0,0.0,0.0,{'content': 1},1.0,/* In support */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Family27390,0.0,0.0,0.0,{'unknown': 1},0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Favonian,1.0,0.0,0.0,{'content': 2},2.0,"padlock | Protected ""[[South Africa v. Israel (Genocide Convention)]]"": [[WP:CTOP|Contentious topic]] restriction: [[WP:CT/A-I]] -- requested at [[WP:RFPP]] ([Edit=Require extended confirmed access] (indefinite) [Move=Require extended confirmed access] (indefinite))",0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Filedelinkerbot,1.0,0.0,0.0,{'content': 1},1.0,"Bot: Removing [[c:File:ICJ South Africa v. Israel (Genocide Convention).jpg]] , deleted by [[:C:User:Abzeronow|Abzeronow]] (per [[Commons:Commons:Deletion requests/File:ICJ South Africa v. Israel (Genocide Convention).jpg]]).",1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Fjmustak,0.0,0.0,1.0,{'citation': 1},1.0,Replaced Spanish source with available English one,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,FortunateSons,0.0,0.0,5.0,"{'content': 8, 'citation': 3, 'revert': 1}",12.0,"Added text | Grammar | Bold edit (and singular revert), specifically: 1. Replacing my original phrasing and the placed cn tag with a new sentence that is hopefully better, 2. Clarifying that the scope of the order is preventive and not prescriptive, 3. Moving an otherwise overcited citation, 4. Replacing ICC with ICJ",0.0,0.4166666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Fuchsia the Sun,0.0,0.0,0.0,{'content': 1},1.0,Spacing,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Fuzheado,0.0,0.0,0.0,{'content': 1},1.0,fix wording and tense,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,GLORIOUSEXISTENCE,0.0,0.0,0.0,{'unknown': 1},0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,GOLDIEM J,0.0,0.0,1.0,"{'citation': 1, 'unknown': 1}",1.0,Formal reference name in infobox rather than colloquial one,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Gazamp,0.0,0.0,0.0,{'content': 1},1.0,/* In support */ +Cuba joining case,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Genabab,0.0,0.0,0.0,{'content': 5},5.0,/* Israel report to the court */ | /* South African government position */ Why hide this behind the [a]? should be in the main body given how key Amalek was | /* South African government position */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Gerald Waldo Luis,0.0,0.0,0.0,{'content': 1},1.0,current,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,GhostInTheMachine,1.0,0.0,0.0,{'content': 2},2.0,"Changing [[Wikipedia:Short description|short description]] from ""genocide case at International Court of Justice"" to ""2023 case at International Court of Justice"" | /* South African government position */ remove bold",0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,GidiD,0.0,0.0,1.0,"{'content': 4, 'unknown': 2}",4.0,/* Ruling on provisional measures */ citations + | polishing Israel calims section | change order + ref,0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Gilkuja,0.0,0.0,0.0,{'unknown': 1},0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,GnocchiFan,0.0,0.0,0.0,{'content': 1},1.0,/* In opposition */ Removing content about internal Canadian politics --  [[WP:UNDUE]] for here,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Gonnym,0.0,0.0,0.0,{'content': 2},2.0,here also | fixes - italic should not be in italics as it isn't the case name,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,GreenC bot,0.0,0.0,0.0,{'maintenance': 2},2.0,Reformat 1 URL ([[en:User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]]) | Reformat 3 URLs ([[en:User:GreenC/WaybackMedic_2.5|Wayback Medic 2.5]]),0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,HadesTTW,0.0,0.0,0.0,{'content': 1},1.0,cassif,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Havradim,0.0,0.0,0.0,{'content': 1},1.0,/* South African government position */ Adding link to [[Yogev Bar Sheshet]],0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Helper201,0.0,0.0,0.0,{'content': 1},1.0,Used the more specific date given in the opening in the infobox.,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Historyday01,1.0,0.0,0.0,"{'content': 5, 'revert': 1}",6.0,"/* Third request */ | Undid revision 1211846564 by [[Special:Contributions/Onceinawhile|Onceinawhile]] ([[User talk:Onceinawhile|talk]]); ok, not going to get in a edit war over this, but I don't understand this edit. The provisional measures say: ""The State of Israel shall take immediate and effective measures to enable the provision of urgently needed basic services and humanitarian assistance"" and to take other measures to protect Palestinians. I don't get how this is ""inaccurate"". | /* See also */ This case is relevant enough to be added",0.1666666666666667,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Hussierhussier1,0.0,0.0,0.0,{'content': 1},1.0,/* IJC Hearing */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,InterstellarGamer12321,0.0,0.0,0.0,{'content': 1},1.0,/* Following the provisional measures order */ fix grammar,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Ira Leviton,0.0,0.0,1.0,{'citation': 1},1.0,Fixed references.  Please see [[Category:CS1 errors: dates]] and [[Category:CS1 errors: invalid parameter value]].,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Irtapil,0.0,0.0,0.0,{'content': 2},2.0,improved a few generic ref names | /* Ruling on provisional measures */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Isi96,0.0,0.0,1.0,"{'citation': 1, 'content': 1}",2.0,Rescuing 14 sources and tagging 0 as dead.) #IABot (v2.0.9.5 | /* In opposition */ Fixed grammar,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Iskandar323,0.0,0.0,0.0,{'content': 2},2.0,"/* Ruling on provisional measures */Clarifying/adding key omitted clause | /* States and international organizations */Clarifying - the Guatemalan statement spoke not of opposition, but merely of regretfulness",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Ithinkiplaygames,0.0,0.0,0.0,{'content': 1},1.0,Hamas crosslink in lead,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,IvanScrooge98,0.0,0.0,0.0,{'unknown': 1},0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,JJMC89 bot III,1.0,0.0,0.0,{'content': 2},2.0,Moving [[:Category:Israel and apartheid]] to [[:Category:Israeli apartheid]] per [[Wikipedia:Categories for discussion/Speedy]] | Moving [[:Category:Reactions to the 2023 Israel–Hamas war]] to [[:Category:Reactions to the Israel–Hamas war]] per [[Wikipedia:Categories for discussion/Speedy]],0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,JasonMacker,0.0,0.0,3.0,"{'content': 3, 'citation': 3}",6.0,"/* Further submissions by South Africa and Israel */ add wikilink to the [[Memorial (law)]] article, as this term may be unfamiliar to legal non-experts | /* Further submissions by South Africa and Israel */  add access date for primary source | /* Further submissions by South Africa and Israel */ add secondary sources",0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Jikybebna,0.0,0.0,0.0,{'content': 1},1.0,/* Individuals and other groups */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Jochem van Hees,0.0,0.0,0.0,{'content': 1},1.0,/* top */ fixed lead sentence structure/grammar,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,JohnAdams1800,0.0,0.0,0.0,{'content': 3},3.0,"/* In opposition */ I added hidden text so editors can clarify which specific such groups oppose this. | /* South African position */ It helps to clarify Cyril Ramaphosa is the incumbent president of South Africa. | /* South African position */ There are no articles for those two individuals, so I removed the hyperlinks for them.",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Johnkatz1972,0.0,0.0,0.0,{'content': 17},17.0,/* In support */ | /* In support */ | /* Further submissions by South Africa and Israel */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,JulenBengoitia,0.0,0.0,0.0,"{'content': 3, 'unknown': 2}",3.0,/* In opposition */ | /* States and international organizations */ | /* Other international responses */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Karma1998,0.0,0.0,0.0,"{'unknown': 6, 'content': 1}",1.0,/* Israeli response */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Kashmiri,0.0,0.0,1.0,"{'content': 12, 'maintenance': 2}",14.0,/* States and international organizations */ dmy dates | passive --> active voice | Slightly tweak the wording so as to reduce/balance the amount of new information introduced in each sentence.,0.0,0.07142857142857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Kinsio,1.0,0.0,3.0,"{'content': 4, 'citation': 1, 'maintenance': 1}",6.0,"move legal citation of case from body to reference footnote per [[Special:PermanentLink/1232757022#Does the lead section need to list the full official name of the case?|discussion on talk page]] | ce ambiguously-worded sentence ""regarding Israel's conduct in the Gaza Strip during the Israel–Hamas war, which resulted in"" → ""regarding Israel's conduct in the Gaza Strip during the Israel–Hamas war resulting in"", expand wikilink to include all of ""a humanitarian crisis"" per [[MOS:LINKCLARITY]] | restore proper legal citation in first sentence: parentheses are unambiguously wrong and saying ""ICJ General List No."" works better with this wikilink because it makes the text ""ICJ General List"" link to the ICJ General List",0.1666666666666667,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Kire1975,0.0,0.0,1.0,"{'revert': 1, 'content': 1}",2.0,/* Other international responses */ mexico declaration of intervention | /* Other international responses */ fill in citation details,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Kizor,0.0,0.0,2.0,"{'content': 6, 'citation': 1, 'maintenance': 1}",8.0,"/* South African government position */ Changed linking words from ""blockade"" to ""their blockade"" to convey without mouseovering that the link leads to this blockade in particular, not blockades in general. | /* South African government position */ punctuation | /* South African government position */ Separated requested measures into a subsection. Punctuation.",0.0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Leaky.Solar,1.0,0.0,1.0,"{'content': 3, 'citation': 1, 'maintenance': 1}",5.0,/* Impact */ added detail and source | /* South African position */ wiki links | /* Israeli response */ c/e,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Longhornsg,0.0,1.0,1.0,{'content': 3},3.0,"POV tag, see talk | /* Other international responses */ rmv POV, synth | /* Other international responses */ NPOV to describe these groups as ""human rights groups"" (even their articles dont describe them as such)",0.3333333333333333,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,M.Bitton,0.0,0.0,0.0,"{'revert': 2, 'content': 1}",3.0,"Reverted 1 edit by [[Special:Contributions/Von de leorde|Von de leorde]] ([[User talk:Von de leorde|talk]]): I see that you changed your tune. Take it to the talk page and explain the difference between your two edit summaries | Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/Von de leorde|Von de leorde]] ([[User talk:Von de leorde|talk]]): Who said anyting about ""joining""? | /* See also */ per edit request",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,MagicatthemovieS,0.0,0.0,0.0,"{'unknown': 3, 'content': 3}",3.0,/* External links */ | /* External links */ | /* External links */,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Makeandtoss,1.0,0.0,5.0,"{'content': 47, 'unknown': 5, 'citation': 3, 'maintenance': 1}",51.0,grammar | I disagree with the recent changes to the opening paragraph which turned it more into a news article piece; but as middle ground I have restored the sentence regarding the humanitarian crisis and mass killings | trim,0.0196078431372549,0.09803921568627451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,ManOnTheMoon92,1.0,0.0,1.0,"{'content': 4, 'citation': 1, 'revert': 1}",6.0,Throwing in another source for good measure | I can't see why this speculative analysis is being given such prominence. It's best to stick with presenting the facts | /* Background */,0.1666666666666667,0.1666666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Mashaunix,0.0,0.0,0.0,{'content': 1},1.0,"for completion and clarity, since both cases are ongoing",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Michaelhurwicz,0.0,0.0,0.0,{'content': 1},1.0,"/* Proceedings */  ""perpetrated"" is the proper term here, not ""perpetuated""",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Moscow Mule,0.0,0.0,0.0,{'content': 3},3.0,/* Further submissions by South Africa and Israel */ dmy | /* Other international responses */ | ...,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,NSH001,0.0,0.0,0.0,{'content': 1},1.0,/* top */ add Blinne,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Nableezy,1.0,1.0,1.0,"{'content': 2, 'citation': 1}",3.0,"Undid revision 1206677868 by [[Special:Contributions/טבעת-זרם|טבעת-זרם]] ([[User talk:טבעת-זרם|talk]]) the guardian doesnt ""claim"" | Undid revision 1205140367 by [[Special:Contributions/טבעת-זרם|טבעת-זרם]] ([[User talk:טבעת-זרם|talk]]) hrw: 'The ICJ concluded it was necessary to indicate certain measures “in order to protect the rights claimed by South Africa that the Court has found to be plausible,” including “the right of the Palestinians in Gaza to be protected from acts of genocide.”' | Undid revision 1205145772 by [[Special:Contributions/טבעת-זרם|טבעת-זרם]] ([[User talk:טבעת-זרם|talk]]) add source on ""mass"" killings",0.6666666666666666,0.3333333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Natg 19,0.0,0.0,0.0,{'content': 3},3.0,"/* In opposition */ clarify position | /* In opposition */ ce sp | /* In opposition */ rearrange, odd to put us and Guatemala next to each other",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Neils51,0.0,0.0,0.0,{'revert': 1},1.0,"replaced: it's → its, [[WP:AWB/T|typo(s) fixed]]: Convention → convention (3), intervine → intervene",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Nir Koren,0.0,0.0,0.0,{'content': 1},1.0,"Fixed, either mis-reading of the article that clearly states they were talking about Hamas, or blood libel, ill give you the benefit of the doubt.",0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4.Enhanced_Analysis,,,,,,Noon,0.0,0.0,0.0,{'content': 3},3.0,/* Other international responses */Czech Republic | /* States and international organizations */2024 | /* Other international responses */add France,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
